subject,predicate,object
http://purl.obolibrary.org/obo/DOID_0060366,http://data.bioontology.org/metadata/prefixIRI,DOID:0060366
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/created_by,elvira
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/creation_date,2015-09-17T16:36:59Z
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/hasDbXref,OMIM:616006
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/hasDbXref_0,SNOMEDCT_US_2016_03_01:234146006
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/hasDbXref_1,OMIM:235510
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/hasDbXref_2,UMLS_CUI:C0340834
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/hasDbXref_3,MESH:C537255
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/hasDbXref_4,ORDO:2136
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/hasExactSynonym,lymphedem-lymphangiectasia-intellectual disability syndrome
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/hasExactSynonym_0,Hennekam lymphangiectasia-lymphedema syndrome
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/id,DOID:0060366
http://purl.obolibrary.org/obo/DOID_0060366,http://purl.obolibrary.org/obo/inSubset,http://purl.obolibrary.org/obo/doid#DO_rare_slim
http://purl.obolibrary.org/obo/DOID_0060366,http://www.w3.org/2000/01/rdf-schema#label,Hennekam syndrome
http://purl.obolibrary.org/obo/DOID_0060366,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_0060366,Class ID_0,http://purl.obolibrary.org/obo/DOID_0060366
http://purl.obolibrary.org/obo/DOID_0060363,Preferred Label,"[""glycerol kinase deficiency""]"
http://purl.obolibrary.org/obo/DOID_0060363,Definitions,"An inherited metabolic disorder characterized_by wide range of phenotypic variability; patients can have severe metabolic and CNS abnormalities, while others possess hyperglycerolemia and glyceroluria with no other apparent phenotype. It has material basis in mutation in the GK gene on chromosome Xp21."
http://purl.obolibrary.org/obo/DOID_0060363,Parents,http://purl.obolibrary.org/obo/DOID_655
http://purl.obolibrary.org/obo/DOID_0060363,definition,"An inherited metabolic disorder characterized_by wide range of phenotypic variability; patients can have severe metabolic and CNS abnormalities, while others possess hyperglycerolemia and glyceroluria with no other apparent phenotype. It has material basis in mutation in the GK gene on chromosome Xp21."
http://purl.obolibrary.org/obo/DOID_0060363,http://data.bioontology.org/metadata/prefixIRI,DOID:0060363
http://purl.obolibrary.org/obo/DOID_0060363,http://purl.obolibrary.org/obo/created_by,elvira
http://purl.obolibrary.org/obo/DOID_0060363,http://purl.obolibrary.org/obo/creation_date,2015-09-17T15:45:20Z
http://purl.obolibrary.org/obo/DOID_0060363,http://purl.obolibrary.org/obo/hasDbXref,SNOMEDCT_US_2016_03_01:297256008
http://purl.obolibrary.org/obo/DOID_0060363,http://purl.obolibrary.org/obo/hasDbXref_0,ORDO:408
http://purl.obolibrary.org/obo/DOID_0060363,http://purl.obolibrary.org/obo/hasDbXref_1,OMIM:307030
http://purl.obolibrary.org/obo/DOID_0060363,http://purl.obolibrary.org/obo/hasDbXref_2,UMLS_CUI:C0574108
http://purl.obolibrary.org/obo/DOID_0060363,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_0060363,http://purl.obolibrary.org/obo/id,DOID:0060363
http://purl.obolibrary.org/obo/DOID_0060363,http://purl.obolibrary.org/obo/inSubset,http://purl.obolibrary.org/obo/doid#DO_rare_slim
http://purl.obolibrary.org/obo/DOID_0060363,http://purl.obolibrary.org/obo/inSubset_0,http://purl.obolibrary.org/obo/doid#DO_FlyBase_slim
http://purl.obolibrary.org/obo/DOID_0060363,http://www.w3.org/2000/01/rdf-schema#label,glycerol kinase deficiency
http://purl.obolibrary.org/obo/DOID_0060363,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_0060363,Class ID_0,http://purl.obolibrary.org/obo/DOID_0060363
http://www.drugtargetontology.org/dto/DTO_03400307,Preferred Label,"[""PDK1 subfamily gene""]"
http://www.drugtargetontology.org/dto/DTO_03400307,Parents,http://www.drugtargetontology.org/dto/DTO_03400203
http://www.drugtargetontology.org/dto/DTO_03400307,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_03400307
http://www.drugtargetontology.org/dto/DTO_03400307,http://www.w3.org/2000/01/rdf-schema#label,PDK1 subfamily gene
http://www.drugtargetontology.org/dto/DTO_03400307,Class ID_0,http://www.drugtargetontology.org/dto/DTO_03400307
http://www.drugtargetontology.org/dto/DTO_02100171,Preferred Label,"[""Putative G-protein coupled receptor GPR32P1""]"
http://www.drugtargetontology.org/dto/DTO_02100171,Parents,http://www.drugtargetontology.org/dto/DTO_02300002
http://www.drugtargetontology.org/dto/DTO_02100171,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02100171
http://www.drugtargetontology.org/dto/DTO_02100171,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/Q8NGA4
http://www.drugtargetontology.org/dto/DTO_02100171,http://www.drugtargetontology.org/dto/geneSymbol,GPR32P1
http://www.drugtargetontology.org/dto/DTO_02100171,http://www.drugtargetontology.org/dto/uniprot_xref,Q8NGA4
http://www.drugtargetontology.org/dto/DTO_02100171,http://www.w3.org/2000/01/rdf-schema#label,Putative G-protein coupled receptor GPR32P1
http://www.drugtargetontology.org/dto/DTO_02100171,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02100171
http://www.drugtargetontology.org/dto/DTO_02100119,Preferred Label,"[""Growth hormone-releasing hormone receptor""]"
http://www.drugtargetontology.org/dto/DTO_02100119,Definitions,"A growth hormone-releasing hormone receptor that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q02643] "
http://www.drugtargetontology.org/dto/DTO_02100119,Parents,http://www.drugtargetontology.org/dto/DTO_02300047
http://www.drugtargetontology.org/dto/DTO_02100119,definition,"A growth hormone-releasing hormone receptor that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q02643] "
http://www.drugtargetontology.org/dto/DTO_02100119,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02100119
http://www.drugtargetontology.org/dto/DTO_02100119,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/Q02643
http://www.drugtargetontology.org/dto/DTO_02100119,http://www.drugtargetontology.org/dto/geneSymbol,GHRHR
http://www.drugtargetontology.org/dto/DTO_02100119,http://www.drugtargetontology.org/dto/uniprot_xref,Q02643
http://www.drugtargetontology.org/dto/DTO_02100119,http://www.w3.org/2000/01/rdf-schema#label,Growth hormone-releasing hormone receptor
http://www.drugtargetontology.org/dto/DTO_02100119,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02100119
http://www.drugtargetontology.org/dto/DTO_02200534,Preferred Label,"[""OR2L2 gene""]"
http://www.drugtargetontology.org/dto/DTO_02200534,Definitions,"An olfactory receptor 2L2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q8NH16] "
http://www.drugtargetontology.org/dto/DTO_02200534,Parents,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_02200534,definition,"An olfactory receptor 2L2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q8NH16] "
http://www.drugtargetontology.org/dto/DTO_02200534,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02200534
http://www.drugtargetontology.org/dto/DTO_02200534,http://www.drugtargetontology.org/dto/entrez_xref,26246
http://www.drugtargetontology.org/dto/DTO_02200534,http://www.drugtargetontology.org/dto/geneSymbol,OR2L2
http://www.drugtargetontology.org/dto/DTO_02200534,http://www.drugtargetontology.org/dto/geneSynonym,OR2L12
http://www.drugtargetontology.org/dto/DTO_02200534,http://www.drugtargetontology.org/dto/geneSynonym_0,OR2L4P
http://www.drugtargetontology.org/dto/DTO_02200534,http://www.w3.org/2000/01/rdf-schema#label,OR2L2 gene
http://www.drugtargetontology.org/dto/DTO_02200534,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02200534
http://www.drugtargetontology.org/dto/DTO_02100082,Preferred Label,"[""D(2) dopamine receptor""]"
http://www.drugtargetontology.org/dto/DTO_02100082,Definitions,"A D(2) dopamine receptor that is encoded in the genome of human. [PRO:WCB, UniProtKB:P14416] "
http://www.drugtargetontology.org/dto/DTO_02100082,Parents,http://www.drugtargetontology.org/dto/DTO_02300037
http://www.drugtargetontology.org/dto/DTO_02100082,definition,"A D(2) dopamine receptor that is encoded in the genome of human. [PRO:WCB, UniProtKB:P14416] "
http://www.drugtargetontology.org/dto/DTO_02100082,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02100082
http://www.drugtargetontology.org/dto/DTO_02100082,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/P14416
http://www.drugtargetontology.org/dto/DTO_02100082,http://www.drugtargetontology.org/dto/geneSymbol,DRD2
http://www.drugtargetontology.org/dto/DTO_02100082,http://www.drugtargetontology.org/dto/uniprot_xref,P14416
http://www.drugtargetontology.org/dto/DTO_02100082,http://www.w3.org/2000/01/rdf-schema#label,D(2) dopamine receptor
http://www.drugtargetontology.org/dto/DTO_02100082,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02100082
http://www.drugtargetontology.org/dto/DTO_01200070,Preferred Label,"[""CLCNKA gene""]"
http://www.drugtargetontology.org/dto/DTO_01200070,Definitions,"This gene is a member of the CLC family of voltage-gated chloride channels. The encoded protein is predicted to have 12 transmembrane domains, and requires a beta subunit called barttin to form a functional channel. It is thought to function in salt reabsorption in the kidney and potassium recycling in the inner ear. The gene is highly similar to CLCNKB, which is located 10 kb downstream from this gene. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
http://www.drugtargetontology.org/dto/DTO_01200070,Parents,http://www.drugtargetontology.org/dto/DTO_01400393
http://www.drugtargetontology.org/dto/DTO_01200070,definition,"This gene is a member of the CLC family of voltage-gated chloride channels. The encoded protein is predicted to have 12 transmembrane domains, and requires a beta subunit called barttin to form a functional channel. It is thought to function in salt reabsorption in the kidney and potassium recycling in the inner ear. The gene is highly similar to CLCNKB, which is located 10 kb downstream from this gene. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
http://www.drugtargetontology.org/dto/DTO_01200070,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_01200070
http://www.drugtargetontology.org/dto/DTO_01200070,http://www.drugtargetontology.org/dto/entrez_xref,1187
http://www.drugtargetontology.org/dto/DTO_01200070,http://www.drugtargetontology.org/dto/geneSymbol,CLCNKA
http://www.drugtargetontology.org/dto/DTO_01200070,http://www.w3.org/2000/01/rdf-schema#label,CLCNKA gene
http://www.drugtargetontology.org/dto/DTO_01200070,Class ID_0,http://www.drugtargetontology.org/dto/DTO_01200070
http://purl.obolibrary.org/obo/DOID_1485,Preferred Label,"[""cystic fibrosis""]"
http://purl.obolibrary.org/obo/DOID_1485,Definitions,"An autosomal recessive disease that is characterized by the buildup of thick, sticky mucus that can damage many organs."
http://purl.obolibrary.org/obo/DOID_1485,Parents,http://purl.obolibrary.org/obo/DOID_0050737
http://purl.obolibrary.org/obo/DOID_1485,definition,"An autosomal recessive disease that is characterized by the buildup of thick, sticky mucus that can damage many organs."
http://purl.obolibrary.org/obo/DOID_1485,http://data.bioontology.org/metadata/prefixIRI,DOID:1485
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasAlternativeId,DOID:1484
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasAlternativeId_0,DOID:13383
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasAlternativeId_1,DOID:12447
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasAlternativeId_2,DOID:14395
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasDbXref,ICD10CM:E84.9
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasDbXref_0,SNOMEDCT_US_2016_03_01:154767009
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasDbXref_1,NCI:C2975
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasDbXref_2,SNOMEDCT_US_2016_03_01:190905008
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasDbXref_3,MESH:D003550
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasDbXref_4,OMIM:219700
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasDbXref_5,ICD10CM:E84
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasDbXref_6,UMLS_CUI:C0010674
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasDbXref_7,SNOMEDCT_US_2016_03_01:190911006
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasDbXref_8,SNOMEDCT_US_2016_03_01:85809002
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasDbXref_9,ICD9CM:277.0
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasExactSynonym,CF
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasExactSynonym_0,mucoviscidosis
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_1485,http://purl.obolibrary.org/obo/id,DOID:1485
http://purl.obolibrary.org/obo/DOID_1485,http://www.w3.org/2000/01/rdf-schema#comment,OMIM mapping confirmed by DO. [SN].
http://purl.obolibrary.org/obo/DOID_1485,http://www.w3.org/2000/01/rdf-schema#label,cystic fibrosis
http://purl.obolibrary.org/obo/DOID_1485,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_1485,Class ID_0,http://purl.obolibrary.org/obo/DOID_1485
http://www.drugtargetontology.org/dto/DTO_01100057,Preferred Label,"[""Voltage-dependent calcium channel gamma-3 subunit""]"
http://www.drugtargetontology.org/dto/DTO_01100057,Definitions,"A voltage-dependent calcium channel gamma-3 subunit that is encoded in the genome of human. [PRO:DNx, UniProtKB:O60359] "
http://www.drugtargetontology.org/dto/DTO_01100057,Parents,http://www.drugtargetontology.org/dto/DTO_01300336
http://www.drugtargetontology.org/dto/DTO_01100057,definition,"A voltage-dependent calcium channel gamma-3 subunit that is encoded in the genome of human. [PRO:DNx, UniProtKB:O60359] "
http://www.drugtargetontology.org/dto/DTO_01100057,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_01100057
http://www.drugtargetontology.org/dto/DTO_01100057,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/O60359
http://www.drugtargetontology.org/dto/DTO_01100057,http://www.drugtargetontology.org/dto/geneSymbol,CACNG3
http://www.drugtargetontology.org/dto/DTO_01100057,http://www.drugtargetontology.org/dto/uniprot_xref,O60359
http://www.drugtargetontology.org/dto/DTO_01100057,http://www.w3.org/2000/01/rdf-schema#label,Voltage-dependent calcium channel gamma-3 subunit
http://www.drugtargetontology.org/dto/DTO_01100057,Class ID_0,http://www.drugtargetontology.org/dto/DTO_01100057
http://purl.obolibrary.org/obo/CHEBI_80127,Preferred Label,"[""Angiotensin IV""]"
http://purl.obolibrary.org/obo/CHEBI_80127,Parents,http://purl.obolibrary.org/obo/CHEBI_16670
http://purl.obolibrary.org/obo/CHEBI_80127,database_cross_reference,KEGG:C15849
http://purl.obolibrary.org/obo/CHEBI_80127,database_cross_reference_0,CAS:12676-15-2
http://purl.obolibrary.org/obo/CHEBI_80127,has_obo_namespace,chebi_ontology
http://purl.obolibrary.org/obo/CHEBI_80127,has_related_synonym,"Angiotensin II, 1-des-asn-2-arg"
http://purl.obolibrary.org/obo/CHEBI_80127,http://data.bioontology.org/metadata/prefixIRI,CHEBI:80127
http://purl.obolibrary.org/obo/CHEBI_80127,http://www.geneontology.org/formats/oboInOwl#id,CHEBI:80127
http://purl.obolibrary.org/obo/CHEBI_80127,http://www.w3.org/2000/01/rdf-schema#label,Angiotensin IV
http://purl.obolibrary.org/obo/CHEBI_80127,http://www.w3.org/2004/02/skos/core#notation,CHEBI:80127
http://purl.obolibrary.org/obo/CHEBI_80127,imported from,http://purl.obolibrary.org/obo/chebi.owl
http://purl.obolibrary.org/obo/CHEBI_80127,in_subset,http://purl.oboInOwllibrary.org/oboInOwl/chebi#2_STAR
http://purl.obolibrary.org/obo/CHEBI_80127,Class ID_0,http://purl.obolibrary.org/obo/CHEBI_80127
http://www.drugtargetontology.org/dto/DTO_61000398,Preferred Label,"[""RSK3(Kin.Dom.1-N-terminal) kinase domain""]"
http://www.drugtargetontology.org/dto/DTO_61000398,Definitions,"Ribosomal protein S6 kinase, 90kDa, polypeptide 2; HU-2; MAPKAPK1C; p90RSK; p90-RSK3; pp90RSK3; RPS6KA2; RSK; RSK1; RSK1/p90RSK; RSK3; S6K-alpha; S6K-alpha2"
http://www.drugtargetontology.org/dto/DTO_61000398,Parents,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_61000398,definition,"Ribosomal protein S6 kinase, 90kDa, polypeptide 2; HU-2; MAPKAPK1C; p90RSK; p90-RSK3; pp90RSK3; RPS6KA2; RSK; RSK1; RSK1/p90RSK; RSK3; S6K-alpha; S6K-alpha2"
http://www.drugtargetontology.org/dto/DTO_61000398,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_61000398
http://www.drugtargetontology.org/dto/DTO_61000398,http://www.drugtargetontology.org/dto/lincs_id,"200386, 200402"
http://www.drugtargetontology.org/dto/DTO_61000398,http://www.w3.org/2000/01/rdf-schema#label,RSK3(Kin.Dom.1-N-terminal) kinase domain
http://www.drugtargetontology.org/dto/DTO_61000398,Class ID_0,http://www.drugtargetontology.org/dto/DTO_61000398
http://www.drugtargetontology.org/dto/DTO_02100643,Preferred Label,"[""Olfactory receptor 5P3""]"
http://www.drugtargetontology.org/dto/DTO_02100643,Definitions,"An olfactory receptor 5P3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q8WZ94] "
http://www.drugtargetontology.org/dto/DTO_02100643,Parents,http://www.drugtargetontology.org/dto/DTO_02300013
http://www.drugtargetontology.org/dto/DTO_02100643,definition,"An olfactory receptor 5P3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q8WZ94] "
http://www.drugtargetontology.org/dto/DTO_02100643,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02100643
http://www.drugtargetontology.org/dto/DTO_02100643,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/Q8WZ94
http://www.drugtargetontology.org/dto/DTO_02100643,http://www.drugtargetontology.org/dto/geneSymbol,OR5P3
http://www.drugtargetontology.org/dto/DTO_02100643,http://www.drugtargetontology.org/dto/uniprot_xref,Q8WZ94
http://www.drugtargetontology.org/dto/DTO_02100643,http://www.w3.org/2000/01/rdf-schema#label,Olfactory receptor 5P3
http://www.drugtargetontology.org/dto/DTO_02100643,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02100643
http://purl.obolibrary.org/obo/DOID_438,Preferred Label,"[""autoimmune disease of the nervous system""]"
http://purl.obolibrary.org/obo/DOID_438,Parents,http://purl.obolibrary.org/obo/DOID_417
http://purl.obolibrary.org/obo/DOID_438,http://data.bioontology.org/metadata/prefixIRI,DOID:438
http://purl.obolibrary.org/obo/DOID_438,http://purl.obolibrary.org/obo/hasDbXref,MESH:D020274
http://purl.obolibrary.org/obo/DOID_438,http://purl.obolibrary.org/obo/hasDbXref_0,UMLS_CUI:C0751871
http://purl.obolibrary.org/obo/DOID_438,http://purl.obolibrary.org/obo/hasDbXref_1,NCI:C99383
http://purl.obolibrary.org/obo/DOID_438,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_438,http://purl.obolibrary.org/obo/hasRelatedSynonym,autoimmune nervous system disorder
http://purl.obolibrary.org/obo/DOID_438,http://purl.obolibrary.org/obo/id,DOID:438
http://purl.obolibrary.org/obo/DOID_438,http://www.w3.org/2000/01/rdf-schema#label,autoimmune disease of the nervous system
http://purl.obolibrary.org/obo/DOID_438,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_438,Class ID_0,http://purl.obolibrary.org/obo/DOID_438
http://purl.obolibrary.org/obo/DOID_437,Preferred Label,"[""myasthenia gravis""]"
http://purl.obolibrary.org/obo/DOID_437,Definitions,OMIM mapping confirmed by DO. [SN].
http://purl.obolibrary.org/obo/DOID_437,Parents,http://purl.obolibrary.org/obo/DOID_439
http://purl.obolibrary.org/obo/DOID_437,Parents_0,http://purl.obolibrary.org/obo/DOID_0060033
http://purl.obolibrary.org/obo/DOID_437,http://data.bioontology.org/metadata/prefixIRI,DOID:437
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasAlternativeId,DOID:443
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasAlternativeId_0,DOID:444
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref,ICD10CM:G70.0
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref_0,UMLS_CUI:C0026896
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref_1,ICD9CM:358.0
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref_2,SNOMEDCT_US_2016_03_01:155092009
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref_3,MESH:D009157
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref_4,OMIM:254200
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref_5,NCI:C60989
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref_6,SNOMEDCT_US_2016_03_01:91637004
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref_7,UMLS_CUI:C1260409
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref_8,ICD10CM:G70.00
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref_9,SNOMEDCT_US_2016_03_01:193208002
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasDbXref_10,ICD9CM:358.00
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_437,http://purl.obolibrary.org/obo/id,DOID:437
http://purl.obolibrary.org/obo/DOID_437,http://www.w3.org/2000/01/rdf-schema#comment,OMIM mapping confirmed by DO. [SN].
http://purl.obolibrary.org/obo/DOID_437,http://www.w3.org/2000/01/rdf-schema#label,myasthenia gravis
http://purl.obolibrary.org/obo/DOID_437,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_437,Class ID_0,http://purl.obolibrary.org/obo/DOID_437
http://purl.obolibrary.org/obo/DOID_439,Preferred Label,"[""neuromuscular junction disease""]"
http://purl.obolibrary.org/obo/DOID_439,Definitions,A neuromuscular disease that is characterized by the disfunction of conduction through the neuromuscular junction.
http://purl.obolibrary.org/obo/DOID_439,Parents,http://purl.obolibrary.org/obo/DOID_440
http://purl.obolibrary.org/obo/DOID_439,definition,A neuromuscular disease that is characterized by the disfunction of conduction through the neuromuscular junction.
http://purl.obolibrary.org/obo/DOID_439,http://data.bioontology.org/metadata/prefixIRI,DOID:439
http://purl.obolibrary.org/obo/DOID_439,http://purl.obolibrary.org/obo/hasDbXref,UMLS_CUI:C0751950
http://purl.obolibrary.org/obo/DOID_439,http://purl.obolibrary.org/obo/hasDbXref_0,SNOMEDCT_US_2016_03_01:128213006
http://purl.obolibrary.org/obo/DOID_439,http://purl.obolibrary.org/obo/hasDbXref_1,MESH:D020511
http://purl.obolibrary.org/obo/DOID_439,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_439,http://purl.obolibrary.org/obo/id,DOID:439
http://purl.obolibrary.org/obo/DOID_439,http://www.w3.org/2000/01/rdf-schema#label,neuromuscular junction disease
http://purl.obolibrary.org/obo/DOID_439,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_439,Class ID_0,http://purl.obolibrary.org/obo/DOID_439
http://www.drugtargetontology.org/dto/DTO_03300187,Preferred Label,"[""STE20 family""]"
http://www.drugtargetontology.org/dto/DTO_03300187,Parents,http://www.drugtargetontology.org/dto/DTO_03300113
http://www.drugtargetontology.org/dto/DTO_03300187,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_03300187
http://www.drugtargetontology.org/dto/DTO_03300187,http://www.w3.org/2000/01/rdf-schema#label,STE20 family
http://www.drugtargetontology.org/dto/DTO_03300187,Class ID_0,http://www.drugtargetontology.org/dto/DTO_03300187
http://purl.obolibrary.org/obo/DOID_12098,Preferred Label,"[""trigeminal neuralgia""]"
http://purl.obolibrary.org/obo/DOID_12098,Definitions,OMIM mapping confirmed by DO. [LS].
http://purl.obolibrary.org/obo/DOID_12098,Parents,http://purl.obolibrary.org/obo/DOID_561
http://purl.obolibrary.org/obo/DOID_12098,http://data.bioontology.org/metadata/prefixIRI,DOID:12098
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasDbXref,OMIM:190400
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasDbXref_0,SNOMEDCT_US_2016_03_01:193090007
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasDbXref_1,SNOMEDCT_US_2016_03_01:31681005
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasDbXref_2,SNOMEDCT_US_2016_03_01:155066002
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasDbXref_3,ICD9CM:350.1
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasDbXref_4,ICD10CM:G50.0
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasDbXref_5,MESH:D014277
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasDbXref_6,SNOMEDCT_US_2016_03_01:322769008
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasDbXref_7,UMLS_CUI:C0040997
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasExactSynonym,trifocal neuralgia
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasExactSynonym_0,Trigeminal neuralgia (disorder)
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasExactSynonym_1,Trigeminal neuralgia [no drugs here] (disorder)
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasExactSynonym_2,Trigeminal neuralgia
